,quote,class,good_or_bad
312,قبح قطع صلة جفء ودة عدء اخء,اﻷُلفةُ,0
313,رفق درب انس خير رفق جمع,اﻷُلفةُ,0
314,قال لحب لحظ يضع,اﻷُلفةُ,0
315,اخك يحم غيب جهد تسر تأت سوء قبح نشر يرض ناس معل غضى ألو لبر نصح,اﻷُلفةُ,0
316,عند لمس جنب طيب نفس ناس نجد خير تره عين وهل,اﻷُلفةُ,0
317,انن غرز نحب شخص عرف يرد صرف وقع حصل لنس تحب تردد فشل,اﻷُلفةُ,0
318,إخو ثقت فإن قلل فصل كنت صحب نفس كرم وصن فإن جلس سفل ناس غضب,اﻷُلفةُ,0
319,احس الظ ناس كأن كلهم خير عمد نفس كأن خير ناس,اﻷُلفةُ,0
320,عمر امه تقس سنن ودع الل قلب خير عطء,اﻷُلفةُ,0
321,تحس الظ ندم خير تسء الظ ندم,اﻷُلفةُ,0
322,لحل هزم يكر حول يؤذ بدل شعر حبة دئم اقى,اﻷُلفةُ,0
323,حصل غلب ترد ناس عدي نظم,اﻷُلفةُ,0
324,فضل ناس وضع رفع وعف قدر أنصف قوة,اﻷُلفةُ,0
325,عند لمس جنب طيب نفس ناس نجد خير كثر تره عين وهل,اﻷُلفةُ,0
326,شعر بعد ناس عنك وحش غرب ذكر قرب الل,اﻷُلفةُ,0
327,بقى بين وبين ناس شعر قطع,اﻷُلفةُ,0
328,يكن لدك شيء عطه اخر صدق كلم طيب بسم صدق خلق ناس خلق حسن,اﻷُلفةُ,0
329,سفد ناس كبر صغر علم جهل حقر رأي فقد يكون لده سدد رأي يفق تصر,اﻷُلفةُ,0
330,شيء خلص صئب خير فعل,اﻷُلفةُ,0
331,سحب جيد خير قام سيئ,اﻷُلفةُ,0
332,احس الظ ناس كأن كلهم خير عمد نفس كأن خير ناس,اﻷُلفةُ,0
333,عرف خير لشر لحق بهم,اﻷُلفةُ,0
334,فضل عرف غثة لهف,اﻷُلفةُ,0
335,يكف عمل خير يجب تحس عمل خير,اﻷُلفةُ,0
336,عمل خير خير فهو انس عمل خير ينل جزؤ فهو نصف انس,اﻷُلفةُ,0
337,بقى صنع حصن,اﻷُلفةُ,0
338,خير قول بلا عمل رجل رجل قال فعل,اﻷُلفةُ,0
339,عمل خير لأصدقائك زيدو حبة عمل خير أعدائ صبح صدقاء,اﻷُلفةُ,0
340,يقل شعر ايل اضي قصد,اﻷُلفةُ,0
341,يقل,اﻷُلفةُ,0
342,حكم تعا,التعاونُ,0
343,مثل تعا,التعاونُ,0
344,عجز قوم عون,التعاونُ,0
345,جبل حاج جبل انس حاج انس,التعاونُ,0
346,الد غسل خرى اثن غسل وجه,التعاونُ,0
347,يد الل جمع,التعاونُ,0
348,جمع سعد تعو يبن وطن جمع قلب خفف محن,التعاونُ,0
349,تعا قان طبع,التعاونُ,0
350,سعد بعض بعض فحد وحد طرق ھو جزء قفل تمش ھدف,التعاونُ,0
351,ناس فرد وحد عكس صحح,التعاونُ,0
352,عند عمل اخة معا تحل جبل ذھب,التعاونُ,0
353,نحل وحد تجن عسل,التعاونُ,0
354,بنى حئط حجر بنى تعا,التعاونُ,0
355,يكف نجح فخر نھم تطع مد يد سعد غيرھم,التعاونُ,0
356,تعا كلم كون حرف,التعاونُ,0
357,يرد حقق تعا بين,التعاونُ,0
358,سقي صغر صنع جدول كبر لأن جمع تتع معا,التعاونُ,0
359,ورق صبح اخف حمل,التعاونُ,0
360,كشف جاز عظم حاج تعا كثر ايد,التعاونُ,0
361,سعد تعا قدم فضل نتج عمل سوء تعا اسر عمل حرب وقف كجب وحد يزد قوت,التعاونُ,0
362,تعا خطو نجح,التعاونُ,0
363,شيء وحد قدر قاذ بشر تعا,التعاونُ,0
364,بشر وجه صعب برح تعا شرك بدو صعب قسة ويم غلب عليها,التعاونُ,0
365,سمح جزء عدل تعا فضل حقق,التعاونُ,0
366,نفس كبر حدھ عرف سمح تتع اخر,التعاونُ,0
367,انس سامح تعا دائ انس خلق حمد إنس رقي,التعاونُ,0
368,شرف ثأر عفو سمح زين فضل تعا جوهر عطء,التعاونُ,0
369,تطع عطي بدن لحب ولن تطع تحب بدن سمح,التعاونُ,0
370,سمح يكون ھنل قبل ودن تعا عيش حضر,التعاونُ,0
371,حين لئم جرح يمكن سمح نتع لحا فضل,التعاونُ,0
372,يرى بعض سمح كسر وأن صمت ھزم وأن تعا جهل كنھم عرف سمح حاج قوة كبر نقم وأن,التعاونُ,0
373,صمت اقى كلم تعا صفة حمد فقد جهلاء,التعاونُ,0
374,ارض سمح ارض سلم لكل بشر ارض تعا ارض حبة لكل بشر,التعاونُ,0
375,كتب سءة رمل ريح سمح محھ ننح عرف صخر يمكن أشد ريح محه نفس كبر حدھ عرف سمح تتع تعش حية ضلى ليئ حبة,التعاونُ,0
376,تطع سمح ھدم جسر يجب عبر ھو نفس,التعاونُ,0
377,قدي كانت فرس غزل رأة بيئ وحد تعا بطل شعر جمل,التعاونُ,0
378,جمع جذف قرب نفس,التعاونُ,0
379,منا يمكن حقق نجح بأن عمل وحد نجح تعا سعد اخر,التعاونُ,0
380,وحد يمك فعل قلل ولك معا يمك فعل كثر سعد يمك فعل حيل,التعاونُ,0
381,عقد انه يزل لدي فرص قدم وصل عمل شرط يتم تعا كمل قدم سعد بعض بعض,التعاونُ,0
382,رحم الل مرأ سعد اخه حجت,التعاونُ,0
383,تطع فرد يعش فرد عزل علم شرك اخر فهو دائ حجة غير شخص,التعاونُ,0
384,تعا همي كبر حية فهو سعد نشر سلم فرد فكل بشر حجة بعض بعض زدد سلم بين,التعاونُ,0
385,يقل شعر جبر خلل جبر قصد ذكر فضل تعا قفي,التعاونُ,0
386,يقل شعر حمد شوق قصد ذاد كرى قلت حمم,التعاونُ,0
387,قول حكم تعا,التعاونُ,0
388,حكم تعا كتف اخر,التعاونُ,0
389,تحد شعل فحم وبتفريقه طفئ,التعاونُ,0
390,نمل جمع نصر سبع,التعاونُ,0
391,يرد حقق,التعاونُ,0
392,منا يمكن حقق نجح بأن عمل وحد,التعاونُ,0
393,وحد يمك فعل قلل معا يمك فعل كثر,التعاونُ,0
394,جبل حاج جبل انس حاج انس,التعاونُ,0
395,بنى حئط حجر,التعاونُ,0
396,نحل وحد تجن عسل,التعاونُ,0
397,عقد يزل لدي فرص وصل عمل وفر تعا كمل عرق نزل قدر جنب حرب,التعاونُ,0
398,تكئ شجر شجر انس اخه,التعاونُ,0
399,يد غسل خرى اثن غسل وجه,التعاونُ,0
400,نحل وحد تجن عسل,التعاونُ,0
401,بنى حئط حجر,التعاونُ,0
402,نوع انس يتم وجد الا تعا,التعاونُ,0
403,رجل جئا لجأ تعا جل حزب,التعاونُ,0
404,ناس فرد وحد عكس عكس,التعاونُ,0
405,ؤزر شار,التعاونُ,0
406,كنت طعت بعد غير فلأ وقف كاف عدد كبر عملق,التعاونُ,0
407,عند عمل اخة معا تحل جبل,التعاونُ,0
408,خذ بيد اليوم اخذ رجل,التعاونُ,0
409,رحم الل مرأ اخه نفس,التعاونُ,0
410,اثن غلبو كونو عبو,التعاونُ,0
411,يحص وحد يحص مرت,التعاونُ,0
412,سقي صغر صنع جدول كبر,التعاونُ,0
413,ورق صبح اخف حمل,التعاونُ,0
414,كشف جاز عظم حاج الى تعا كثر ايد,التعاونُ,0
415,تعا كلم كون حرف,التعاونُ,0
416,قدي كانت فرس غزل رأة بيئ وحد تعا بطل شعر جمل,التعاونُ,0
417,كنت حاك أطلق شرع بحث خبر حلل تعا جوجل,التعاونُ,0
418,ضعف نزع جمع ضعف تعا,التعاونُ,0
419,عجز قوم عاونو,التعاونُ,0
420,جبل حاج جبل انس حاج انس,التعاونُ,0
421,جمع جذف قرب نفس,التعاونُ,0
422,الد غسل خرى ثنث غسل وجه,التعاونُ,0
423,يد الل جمع,التعاونُ,0
424,جمع سعد يبن وطن جمع قلب خفف محن,التعاونُ,0
425,تعا قان طبع,التعاونُ,0
426,عدو بعض بعض فحد وحد طرق جزء قفل تمش هدف,التعاونُ,0
427,جمل عين نظر جمل حاسيس وتصويرات لحظ لقء حبب فهي بحر فضء دفء حنن جمل ركب ركب دمع سعد دمع فرح بسم سعد شعر قلب,التعاونُ,0
428,لقء نسم شوق عبر خلص نبع بسا لحب ربع عمر ارض قلب لحظ لقء,التعاونُ,0
429,جمل لقء احب فهو يبث انس طرد احز يرح نفس تعب لحظ شرق نسم علل هوؤ نعش أصو احب كزقزق عصافير افن,التعاونُ,0
430,حلى شعر ناب لقء ارق حاسيس صدق قلب جمل لقء,التعاونُ,0
431,فرق وأن اعد كون الو سمع صوت نبض قلب سارع همس بسم دقة انم لأر نظر كنت فعل دوم يقظ أجد وحد نظر امل أظل نظر لقك,التعاونُ,0
432,جمل ونح جتمع حول ائد رتشف معا كؤس فرح جمل ونح نتق اطب كلم هدى ورد حبة بدل ضحك همس,التعاونُ,0
433,جمل لقء صدقاء زملاء طول غيب انه لحظ رسم حدث لوح ربع عمر فرح قلب لحظ وفء يري حاسيس نثر جمل كلم أرق رحب واستعادة ذكر سوء ايم درس جمع شك لقء بعث قلب ضيء رسم بسم شفه,التعاونُ,0
434,لقء احب نثر جمل كلم أرق رحب شعر بعث قلب ضيا رسم بسم شفا تعط حية لون وبه تشع طيف حبة لحب سما,التعاونُ,0
435,عند بهج وجه لقء وجد يسر تكف بسم عبر ذخر قلب غلا وحب وفي اوق سبق بسم دمع فرح رقص خد يجف ذبل طول فرق صدم جسد بعض بعض ولد حرر شوق لمس كفف ايد نقل حاسيس جوف شعر روح,التعاونُ,0
436,قلب واع حبة حب نتج طيب عشر وحب نتج صدق حبت وحب نتج حبك لله فأن اعش اول حلى ذكر أشعر ثني سعد ذكر ثلث دعو أنتظر لقء,التعاونُ,0
437,جيد انك نظر كعهد دوم وقف دقت ساع ترى صور ثني تمر بدو جيد حبك أثر بعد يمكن فعل شيء نظر أدعو ربي ليل جمع وأن صحو يوم أجد معك معك فقط,التعاونُ,0
438,لقء حبب فصل فصل عمر بدع يضه ربع روع رونق يظل فؤد يحن اله تحن فرش ورد ريح بقى باب امل لقء,التعاونُ,0
439,حبب شقت شقت لعو سحر ولأنفاسك عطر همس دفئ ولأحاسيسك ترف حبب اقف يدك وها حاسيس نجك وها قلب يند شعر سبح عين رضك حبب صدق دمع عين نبض قلب جوف حبب انك تسك شلل شري قطر دمي تسل عرق جسد جمل لقء حبب,التعاونُ,0
440,بدء لقء شاق اذه شغل وقت سبق تمع بصر ملأ قعر اعن نظر رجم صور دخل راويز فؤد ينت حدث لقء أخذ عمق خفف لهب شوق خرج نفس دفئ صحب همس تكد سمع بدء عقد لسن نحل خرج كلم عبر فعل فرق يصم طرف لتح عين حدث حدث عتب خنق حقق دنة لوم فرق دمت اعن تحد لأن حكه تذب دمع حرة,التعاونُ,0
441,قرأ,التضحيةُ,0
442,جمل قول,التضحيةُ,0
443,جمل رسل لحب,التضحيةُ,0
444,ضحي جوهر روء وهي صنع سعد بشر,التضحيةُ,0
445,كثر ناس لدي فكر خطئ سعد حقق خلل لبي رغب ضحي هدف نبل,التضحيةُ,0
446,ضحي حقق خلى شيء قيم لدي صلح اخر شيء تعض,التضحيةُ,0
447,جاز عظم ولد ضحي عظم يمكن يكون ولد نني قبح,التضحيةُ,0
448,لحب ضحي الم سمة سمت نسء,التضحيةُ,0
449,بشء ضحي وشء تخل حظظ نفس يمكن مرء يكون سند شخص اقل,التضحيةُ,0
450,عنو فضل ضحي نفس,التضحيةُ,0
451,ضحي غير جمع وهي شعل غير,التضحيةُ,0
452,ورء ضحي دئم ايم وليس جرد قنع عقل,التضحيةُ,0
453,خلص قيم وجد عمق ضحي ذات,التضحيةُ,0
454,طرق قلب رأة بدأ شجع وين ضحي,التضحيةُ,0
455,صعب تضح صدق صعب تجد صدق سحق ضحي,التضحيةُ,0
456,كثر ضحي جعل قلب حجر,التضحيةُ,0
457,ضحي كبر سهل تضح صغر واصل صعب,التضحيةُ,0
458,عطء بدن ضحي,التضحيةُ,0
459,قال علي جرم,التضحيةُ,0
460,قال شعر راهيم طوق,التضحيةُ,0
461,قال شعر حمد شوق,التضحيةُ,0
462,قال سلم بن ولد,التضحيةُ,0
463,رجل ردد ضحي بحر ذبح لحب رأة ردد ابد,التضحيةُ,0
464,نغر قنع انس نعد ريب اولوياته فرض لحب يره سحق ضحي,التضحيةُ,0
465,وجد حية بدن حب وجد حب بدن ضحي وجد ضحي بدن الم,التضحيةُ,0
466,ضحي حبب شيء غال نفس كنا كقلب صعب احد عيش اخر,التضحيةُ,0
467,بد لحب بد ضحي بد الم جعل نفس علم ضيئ أحباب حسب نفس,التضحيةُ,0
468,يعش لحب ضحي حب بلا ضحي إخلاص بنء اسس,التضحيةُ,0
469,مهم خبر تحب انك تضح اجل مهم شعر بأن سحق ضحي,التضحيةُ,0
470,الت حية وحة الش عر درر سنة اط لع ارخ 31 1 2022 تصر,التضحيةُ,0
471,قول حكم حب وطن,التضحيةُ,0
472,حكم أمثال حب وطن,التضحيةُ,0
473,وجد سعد نسب حرة موط,التضحيةُ,0
474,شيء دنا عذب ارض وطن,التضحيةُ,0
475,غرم جدا بلد ولك بغض امة خرى,التضحيةُ,0
476,خبز وطن خير كعك الغ رب,التضحيةُ,0
477,وطن شجر طيب نمو ال ترب تضح سقى عرق لدم,التضحيةُ,0
478,وطن كان نحب فهو كان غدر قدم قلب تظل,التضحيةُ,0
479,وطن عزز قلب شرفاء,التضحيةُ,0
480,حب وطن اقى حجج علم,التضحيةُ,0
481,ليك وطن عزز قلب حسن,التضحيةُ,0
482,يكن علم وطن علم وطن,التضحيةُ,0
483,ولد نفس وطن,التضحيةُ,0
484,خرج وطن عقب,التضحيةُ,0
485,حب وطن ايم,التضحيةُ,0
486,كرم وطن مال دنا,التضحيةُ,0
487,تفق جال علم كنولوج عزز شعر فخر وطن,التضحيةُ,0
488,وطن دائ حق ولك طيع مرس حقق وطن,التضحيةُ,0
489,نسب انس يعد لده وطن صبح كتب مكا يعش,التضحيةُ,0
490,غنى غرب وطن فقر وطن غرب,التضحيةُ,0
491,حرث ارض وطن خير عد نقد خرج,التضحيةُ,0
492,وطن جمع تحا ارض وحد تضم حيء امو مواليد جدد,التضحيةُ,0
