quote,class,good_or_bad
والكون كله جدول من القوانين المنضبطة الصريحة التي لا غش فيها ولا خداع، سوف يرتفع صوت ليقول: وما رأيك فيما نحن فيه من الغش والخداع والحروب والمظالم وقتل بعضنا البعض بغيا وعدوانا.. أين النظام هنا؟! وسوف أقول له: هذا شيء آخر، فإن ما يحدث بيننا نحن دولة بني آدم يحدث لأن الله أخلفنا في الأرض وأقامنا ملوكاً نحكم وأعطانا الحرية، وعرض علينا الأمانة فقبلناها، وكان معنى إعطائنا الحرية أن تصبح لنا إمكانية الخطأ والصواب، وكان كل ما نرى حولنا في دنيانا البشرية هو نتيجة هذه الحرية التي أسأنا استعمالها.,اﻷمانةُ,0
هناك حكمة تقول: فعل رجل في ألف رجل خير من قول ألف رجل لرجل، ومعناها أن الأفعال أقوى تأثيراً من الكلام، فلو أن رجل فعل موقف أخلاقي يدل على الأمانة مثلاً سيكون أقوى بشدة في آلاف الناس من ألف محاضرة يلقيها إنسان عن الأمانة.,اﻷمانةُ,0
الأمانة أول فصل في كتاب الحكمة.,اﻷمانةُ,0
كن شريفاً أميناً، لا لأن الناس يستحقون الشرف والأمانة، بل لأنك أنت لا تستحق الضعة والخيانة.,اﻷمانةُ,0
إذا كنت قائماً بحمل أمانة فأنت مؤتمن على أمانتك، مديراً كنت أو وزيراً أو رئيساً، وتذكر أن من ترعاهم أحراراً، فلا تستعبدهم بنفوذك وسلطتك فتذل في الدنيا قبل الآخرة.,اﻷمانةُ,0
نحن لسنا بأوصياء على الأمة، بل وكلاء عنها، ولكن وكلاء أمناء، فيجب علينا أن نؤدي لأمتنا الأمانة كما أخذناها منها.,اﻷمانةُ,0
إذا عرضت عليك أمانة المنصب وحملتها، فتذكر أنها تكليف ستسأل عنه يوم الدين، أما إذا اعتقدت ولو لوهلة أنها تشريف يهابك ويحترمك بسببها الخلق، فتذكر هيبة المحشر لتنسى ترهات ما اعتقدته.,اﻷمانةُ,0
فإذا ضيعت الأمانة فانتظر الساعة، قال الأعرابي: كيف إضاعتها، قال صلى الله عليه وسلم: إذا وسد الأمر إلى غير أهله فانتظر الساعة.,اﻷمانةُ,0
لا تودعن سرك من لا أمانة له.,اﻷمانةُ,0
أني الشيء الأصعب في تكوين ثورة هو الأمانة مع النفس، والرغبة في التحرر من متابعة القطيع.,اﻷمانةُ,0
مشاركة الفكر يخلق وعياً جماعياً والكلمة أمانة فأنظر ماذا تشارك.,اﻷمانةُ,0
علم بغير أمانة شر من الجهل، وذكاء لا يصاحبه صدق اللهجة نكبة على العقل.,اﻷمانةُ,0
أفضل الأمانة الوفاء بالعهد.,اﻷمانةُ,0
أكيس الكيْس التقوى، وأحمق الحَمَق الفجور، وأصدق الصِدْق الأمانة، وأكذب الكذِب الخيانة.,اﻷمانةُ,0
لم يسبق لي أن شعرت برضا أكبر من تحقيق نجاح من خلال التعامل بأمانة والالتزام الصارم بمبدأ أنك لكي تربح يجب أن يربح كذلك من تتعامل معهم.,اﻷمانةُ,0
الأمين يغير أفكاره لتتناسب مع الحقيقة، والمخادع يغير الحقيقة لتتلاءم مع أفكاره.,اﻷمانةُ,0
أرعى الأمانة لا أخون أمانتي.. إن الخؤون على الطريق الأنكب.,اﻷمانةُ,0
يخونك من أدى إليك أمانةً.. فلم ترعه يوماً بقولٍ ولا فعل,اﻷمانةُ,0
وما حمّل الإنسان مثل أمانةٍ.. أشقّ عليه حين يحملها حملا,اﻷمانةُ,0
وإذا اؤتمنت على الأمانة فارعها .. أن الكريم على الأمانة راعِ,اﻷمانةُ,0
ما قرن شيء إلى شيء أفضل من إخلاص إلى تقوى، ومن حلم إلى علم، ومن صدق إلى عمل، فهي زينة الأخلاق ومنبت الفضائل.,اﻷمانةُ,0
متى يجيء اليوم الذي نتكلم فيه كلام الشرف، ونعد وعد الصدق، وتقوم حياتنا على التواصي بالحق.,اﻷمانةُ,0
الصدق أن لا يكذب اللسان، والصديقية أن لا يكذب القلب.,اﻷمانةُ,0
كذب اللسان أن يقول ما لم يقل، وأن يقول ولا يفعل، وكذب القلب أن يعقد فلا يفعل.,اﻷمانةُ,0
إن حضارة الإنسان وتاريخه ومستقبله، رهن كلمة صدق وصحيفة صدق وشعار صدق، فبالحق نعيش، وليس بالخبز وحده أبدا.,اﻷمانةُ,0
قال صبية المدينة: كنا نسير وراء (أشعب) وضاق بنا فزعم أن (عمرو بن عثمان) يقسم أموالا بين الناس، وحين صدقناه وانصرفنا نبحث عن هذه الأموال، فوجئنا به يسعى إلى (عمرو بن عثمان) وقد صدق كذبته.,اﻷمانةُ,0
نعم إن الأمر صدق وحق.. ولا شيء يستحق البكاء من الإنسان أكثر من خطيئته ولا شيء.,اﻷمانةُ,0
ازرع الصدق والرصانة تحصد الثقة والأمانة.,اﻷمانةُ,0
الصدق عز والباطل ذل.,اﻷمانةُ,0
الصادق من يصدق في أفعاله صدقه في أقواله.,اﻷمانةُ,0
الصدق ربيع القلب، وزكاة الخلقة، وثمرة المروءة، وشعاع الضمير.,اﻷمانةُ,0
إذا لم تتعلم الصدق من الآخرين فلا تحاول أن تعلمهم طريقتك الفريدة في الكذب.,اﻷمانةُ,0
إذا كنت صادقا فلماذا تحلف.,اﻷمانةُ,0
الصدق عمود الدين وركن الأدب وأصل المروءة.,اﻷمانةُ,0
عليك بالصدق وإن قتلك.,اﻷمانةُ,0
نضرة الوجه في الصدق.,اﻷمانةُ,0
قبل أن نطلب الصدق من الآخرين علينا أن نعلم أطفالنا الصدق.,اﻷمانةُ,0
النجاة في الصدق.,اﻷمانةُ,0
الصدقُ أفضلُ شيءٍ أنت فاعلهُ.. لا شيءَ كالصدقِ لا فخرٌ ولا حسبُ.,اﻷمانةُ,0
لا تحلفن على صدق ولا كذب .. فإن أبيت فعد الحلف بالله,اﻷمانةُ,0
كن على الصدق مقيما والأدب .. والزم العلم بفهم وطلب,اﻷمانةُ,0
ومن كحبيب عادل الخلق صادق .. له فعل ما يرجى وليس له وعد,اﻷمانةُ,0
لقد أباحَكَ غشاً في معاملةٍ.. من كنتَ منه بغيرِ الصدق تنتفعُ.,اﻷمانةُ,0
حكم عن الأمانة,اﻷمانةُ,0
كلمات عن الأمانة,اﻷمانةُ,0
من ضيع الأمانة ورضي بالخيانة فقد تبرأ من الديانة.,اﻷمانةُ,0
ثلاثة يؤدين إلى البر والفاجر: الأمانة، والعهد، وصلة الرحم.,اﻷمانةُ,0
لا يعجبكم من الرجل طنطنته، ولكن من أدى الأمانة وكف عن أعراض الناس، فهو الرجل.,اﻷمانةُ,0
أصدق الصدق الأمانة وأكذب الكذب الخيانة.,اﻷمانةُ,0
إذا أنت حملت الخؤون أمانة.. فإنك قد أسندتها شر مسند.,اﻷمانةُ,0
إن من أجدر الأعمال أن لا تؤخر عقوبته أو يعجل عقوبته: الأمانة تخان، والرحم تقطع والإحسان يكف.,اﻷمانةُ,0
أرعى الأمانة لا أخون أمانتي.. إن الخؤون على الطريق الأنكب.,اﻷمانةُ,0
يخونك من أدى إليك أمانةً.. فلم ترعه يومًا بقولٍ ولا فعل فأحسن إلى من شئت في الأرض أو للسيئ.. فإنك تجزى حذوك النعل بالنعل.,اﻷمانةُ,0
أرعى.. الأمانة لا أخون أمانتي.. إن الخؤون على الطريق الأنكب.,اﻷمانةُ,0
الحياة أمانة يعهد لك بها لا يحق لك يوم تسترد منك أن تحتج لأنها في الحقيقة ليست ملكك.,اﻷمانةُ,0
وماذا تكون العفة والأمانة والصدق والوفاء والبر والإحسان وغيرها، إذا كان فيمن انقطع في صحراء أو على رأس جبل، أيزعم أحد أن الصدق فضيلة في إنسان ليس حوله إلّا عشرة أحجار.,اﻷمانةُ,0
هناك حكمة تقول: فعل رجل في ألف رجل خير من قول ألف رجل لرجل. ومعناها أن الأفعال أقوى تأثيرًا من الكلام.. فلو أن رجل فعل موقف أخلاقي يدل على الأمانة مثلًا سيكون أقوى بشدة في آلاف الناس من ألف محاضرة يلقيها إنسان عن الأمانة.,اﻷمانةُ,0
الأمانة أول فصل في كتاب الحكمة.,اﻷمانةُ,0
كن شريفًا أمينًا، لا لأن الناس يستحقون الشرف والأمانة، بل لأنك أنت لا تستحق الضعة والخيانة.,اﻷمانةُ,0
إذا كنت قائمًا بحمل أمانة فأنت مؤتمن على أمانتك، مديرًا كنت أو وزيرًا أو رئيسًا، وتذكر أن من ترعاهم أحرارًا، فلا تستعبدهم بنفوذك وسلطتك فتذل في الدنيا قبل الآخرة.,اﻷمانةُ,0
نحن لسنا بأوصياء على الأمة، بل وكلاء عنها، ولكن وكلاء أمناء.. فيجب علينا أن نؤدي لأمتنا الأمانة كما أخذناها منها.,اﻷمانةُ,0
إذا عرضت عليك أمانة المنصب وحملتها، فتذكر أنها تكليف ستسأل عنه يوم الدين، أما إذا اعتقدت ولو لوهلة أنها تشريف يهابك ويحترمك بسببها الخلق، فتذكر هيبة المحشر لتنسى ترهات ما اعتقدته.,اﻷمانةُ,0
فإذا ضيعت الأمانة فانتظر الساعة.. قال الأعرابي: كيف إضاعتها؟ قال صلى الله عليه وسلم: إذا وسد الأمر إلى غير أهله فانتظر الساعة.,اﻷمانةُ,0
لا تودعن سرك من لا أمانة له.,اﻷمانةُ,0
أنّ الشيء الأصعب في تكوين ثورة هو الأمانة مع النفس، والرغبة في التحرر من متابعة القطيع.,اﻷمانةُ,0
مشاركة الفكر يخلق وعيًا جماعيًا والكلمة أمانة فأنظر ماذا تشارك.,اﻷمانةُ,0
لا يعجبنكم من الرجل طنطنته ولكن.. من أدى الأمانة إلى من ائتمنه وسلم الناس من يده ولسانه.,اﻷمانةُ,0
الحياة أمانة يعهد لك بها.. لا يحق لك يوم تسترد منك أن تحتج لأنها في الحقيقة ليست ملكك.,اﻷمانةُ,0
علم بغير أمانة شر من الجهل، وذكاء لا يصاحبه صدق اللهجة نكبة على العقل.,اﻷمانةُ,0
الإخلاص.. الأمانة.. ما عدت أفقه معنى لهذه الكلمات لأن عقلي تسمم.,اﻷمانةُ,0
